Name,Manufacturer,Devices,VMs,Description,ID,Parent,Slug,Config Template,Tags,Created,Last updated
ios-xe,,4,0,,1,,ios,,,2024-12-28T15:19:58.472884+00:00,2026-02-23T15:52:10.223614+00:00
